,site,year,month,day,replicate,species,stage,length,comments,entered,checked
41931,ris7,2015,8,17,1,kecl,3,37,,ben,midoli
41932,ris7,2015,8,17,1,kecl,3,37,,ben,midoli
41933,ris7,2015,8,17,2,kecl,3,37,,ben,midoli
41934,hdo,2015,9,2,2,tisc,3,37,,ben,zach
41935,hdo,2015,9,2,2,thst,1,37,,ben,zach
41936,hdo,2015,9,2,2,thst,1,37,,ben,zach
41937,hdo,2015,9,2,2,tube,3,37,,ben,zach
41938,wfb,2015,9,3,1,thst,3,37,,zach,zach
41939,pba,2015,9,12,1,thst,1,37,,zach,zach
41940,ssp,2016,4,7,1,sand,1,37,,ben,kaia
41941,ssp,2016,4,7,2,saso,3,37,,ben,kaia
41942,ssp,2016,4,7,2,cabe,3,37,,ben,kaia
41943,wfb,2016,4,8,1,sand,1,37,,zach,midoli
41944,ppo,2016,4,9,1,kecl,3,37,,zach,midoli
41945,ppo,2016,4,9,2,rbsc,3,37,,zach,midoli
41946,pba,2016,4,9,1,thst,3,37,,zach,midoli
41947,pba,2016,4,9,1,thst,3,37,,zach,midoli
41948,pba,2016,4,9,2,pasa,3,37,,zach,midoli
41949,chp,2016,5,7,1,enso,3,37,,midoli,kaia
41950,hdo,2016,5,7,1,herr,3,37,,midoli,kaia
41951,hdo,2016,5,7,2,enso,3,37,,midoli,kaia
41952,ssp,2016,5,8,1,paco,3,37,,zach,kaia
41953,pba,2016,5,9,2,herr,3,37,,zach,kaia
41954,pba,2016,5,9,2,tube,3,37,,zach,kaia
41955,pba,2016,5,9,2,enso,3,37,,zach,kaia
41956,ppo,2016,5,9,1,kecl,3,37,,zach,kaia
41957,hdo,2016,6,3,2,enso,3,37,,kaia,midoli
41958,chp,2016,6,5,2,enso,3,37,,midoli,midoli
41959,pba,2016,6,5,2,unsn,3,37,,midoli,midoli
41960,wfb,2016,6,6,1,saso,3,37,,midoli,kaia
41961,ssp,2016,7,4,1,cqbr,3,37,,kaia,midoli
41962,ssp,2016,7,4,1,tube,3,37,,kaia,midoli
41963,kis1,2016,7,21,2,masc,3,37,,kaia,midoli
41964,fei3,2016,7,25,1,pasc,3,37,,,midoli
41965,fei3,2016,7,25,2,tisc,3,37,,kaia,midoli
41966,ssp,2016,8,2,1,cqbr,3,37,,midoli,ben
41967,chp,2016,8,3,1,cqbr,3,37,,midoli,ben
41968,pba,2016,8,4,1,shpe,1,37,,kaia,midoli
41969,pba,2016,9,18,1,thst,3,37,,ben,
41970,pba,2016,9,18,1,thst,3,37,,ben,
41971,pba,2016,9,18,1,thst,3,37,,ben,
41972,pba,2016,9,18,1,thst,3,37,,ben,
41973,pba,2016,9,18,1,thst,3,37,,ben,
41974,chp,2016,9,19,1,busc,3,37,,ang,
41975,chp,2016,9,19,2,tisc,3,37,,ang,
41976,hdo,2016,11,15,1,thst,1,37,,gsb,ben
41977,pba,2016,11,17,2,thst,1,37,,ben,
41978,pba,2017,5,24,2,paco,3,37,,ang,kdb
41979,wfb,2017,5,26,1,herr,3,37,,kdb,
41980,wfb,2017,5,26,1,herr,3,37,,kdb,
41981,wfb,2017,5,26,1,herr,3,37,,zach,zach
41982,wfb,2017,5,26,1,herr,3,37,,zach,zach
41983,wfb,2017,5,26,1,sand,0,37,,kdb,
41984,wfb,2017,5,26,1,enso,3,37,,kdb,
41985,wfb,2017,5,26,1,saso,3,37,,kdb,
41986,ssp,2017,5,26,2,herr,3,37,,zach,zach
41987,ssp,2017,5,26,2,herr,3,37,,zach,zach
41988,wfb,2017,6,13,1,saso,3,37,,neha,
41989,wfb,2017,6,13,1,saso,3,37,,neha,
41990,ssp,2017,6,13,1,saso,3,37,,neha,
41991,ssp,2017,6,13,1,saso,3,37,,neha,
41992,wfb,2017,7,8,1,pasa,3,37,,kdb,nap
41993,kis1,2017,7,24,1,masc,3,37,,jg,kaia
41994,ris3,2017,7,25,1,tisc,3,37,,jg,kaia
41995,ris1,2017,7,25,1,kepe,1,37,,jg,kaia
41996,gog4,2017,7,26,1,enso,3,37,,jg,jg
41997,gog4,2017,7,26,1,cqbr,3,37,,jg,jg
41998,pba,2017,8,24,1,tisc,3,37,,kaia,bmm
41999,chp,2017,8,24,1,tisc,3,37,,kaia,bmm
42000,chp,2017,8,24,1,tisc,3,37,,kaia,bmm
42001,chp,2017,8,24,1,tisc,3,37,,kaia,bmm
42002,hdo,2018,3,19,1,thst,3,37,,ben,
42003,hdo,2018,3,19,1,thst,3,37,,ben,
42004,hdo,2018,3,19,1,thst,3,37,,ben,
42005,hdo,2018,3,19,1,thst,3,37,,ben,
42006,hdo,2018,3,19,2,thst,3,37,,ben,
42007,hdo,2018,3,19,2,thst,3,37,,ben,
42008,ppo,2018,3,19,1,thst,3,37,,ben,
42009,ppo,2018,3,19,1,thst,3,37,,ben,
42010,ppo,2018,3,19,1,thst,3,37,,ben,
42011,ppo,2018,3,19,1,tisc,3,37,,ben,
42012,ppo,2018,3,19,2,pink,3,37,,ben,
42013,pba,2018,3,20,1,thst,3,37,,ben,
42014,pba,2018,3,20,1,thst,3,37,,ben,
42015,pba,2018,3,20,2,thst,3,37,,ben,
42016,pba,2018,3,20,2,thst,3,37,,ben,
42017,pba,2018,3,20,2,thst,3,37,,ben,
42018,pba,2018,3,20,2,thst,3,37,,ben,
42019,pba,2018,3,20,2,thst,3,37,,ben,
42020,chp,2018,3,20,1,enso,3,37,,ben,
42021,wfb,2018,3,21,1,saso,3,37,,ben,
42022,ssp,2018,3,21,2,enso,3,37,,ben,
42023,chp,2018,5,29,1,enso,3,37,,,
42024,pba,2018,5,30,2,enso,3,37,,,
42025,pba,2018,5,30,2,enso,3,37,,,
42026,pba,2018,5,30,2,enso,3,37,,,
42027,pba,2018,5,30,2,enso,3,37,,,
42028,hdo,2018,5,30,1,enso,3,37,,,
42029,wfb,2018,5,31,1,enso,3,37,,,
42030,wfb,2018,5,31,1,enso,3,37,,,
42031,wfb,2018,5,31,1,enso,3,37,,,
42032,wfb,2018,5,31,1,enso,3,37,,,
42033,wfb,2018,5,31,1,enso,3,37,,,
42034,wfb,2018,5,31,1,saso,3,37,,,
42035,wfb,2018,5,31,1,pasa,3,37,,,
42036,wfb,2018,5,31,2,herr,3,37,,,
42037,ssp,2018,5,31,1,enso,3,37,,,
42038,ppo,2018,7,11,1,herr,3,37,,cp,
42039,ppo,2018,7,11,2,busc,3,37,,cp,
42040,wfb,2018,7,12,1,sand,3,37,,op,
42041,wfb,2018,7,12,2,herr,3,37,,op,
42042,kis1,2018,7,13,2,tube,1,37,,ZM,TF
42043,kis2,2018,7,13,2,masc,3,37,,ZM,TF
42044,kis2,2018,7,13,2,stsc,1,37,,ZM,TF
42045,gog4,2018,7,14,1,enso,3,37,,TF,
42046,gog4,2018,7,14,1,enso,3,37,,TF,
42047,gog4,2018,7,14,1,tube,3,37,,TF,
42048,gog1,2018,7,14,2,tube,3,37,,TF,
42049,gog1,2018,7,14,1,tube,3,37,,TF,
42050,fan1,2018,7,15,1,masc,3,37,,TF,
42051,fan1,2018,7,15,1,masc,3,37,,TF,
42052,fan1,2018,7,15,1,masc,3,37,,TF,
42053,fan3,2018,7,15,1,cqbr,3,37,,CP,
42054,sni2,2018,7,16,1,herr,3,37,,CP,
42055,sni2,2018,7,16,1,herr,3,37,,CP,
42056,sni2,2018,7,16,1,herr,3,37,,CP,
42057,sni2,2018,7,16,1,herr,3,37,,CP,
42058,sni2,2018,7,16,1,herr,3,37,,CP,
42059,sni2,2018,7,16,1,herr,3,37,,CP,
42060,fei4,2018,7,17,2,kecl,3,37,,CP,
42061,ris3,2018,7,19,1,tisc,3,37,,TF,
42062,ris3,2018,7,19,1,tisc,3,37,,TF,
42063,ris1,2018,7,19,1,enso,3,37,,TF,
42064,ppo,2018,8,23,2,shpe,1,37,,,
42065,wfb,2018,8,24,1,enso,3,37,,,
42066,chp,2018,8,25,1,cabe,3,37,,,
42067,chp,2018,8,25,2,tisc,3,37,,,
42068,chp,2018,8,25,2,tisc,3,37,,,
42069,pba,2018,8,25,1,thst,3,37,,,
42070,wfb,2019,7,30,1,pasa,3,37,,KB,TF
42071,wfb,2019,7,30,1,enso,3,37,,KB,TF
42072,ppo,2019,7,31,1,tisc,3,37,,TF,KB
42073,ppo,2019,7,31,1,tisc,3,37,,TF,KB
42074,pba,2019,7,31,2,shpe,1,37,,TF,KB
42075,kis2,2019,8,1,2,cqbr,1,37,,KB,KB
42076,gog4,2019,8,2,1,enso,3,37,,TF,ZM
42077,gog1,2019,8,2,1,tube,3,37,,TF,ZM
42078,gog1,2019,8,2,2,kecl,3,37,,TF,ZM
42079,gog1,2019,8,2,2,kecl,3,37,,TF,ZM
42080,gog1,2019,8,2,2,kecl,3,37,,TF,ZM
42081,gog1,2019,8,2,2,sisc,3,37,,TF,ZM
42082,fan1,2019,8,3,1,masc,3,37,,KB,TF
42083,fan1,2019,8,3,2,masc,3,37,,KB,TF
42084,fan1,2019,8,3,2,masc,3,37,,KB,TF
42085,fan3,2019,8,3,1,cqbr,1,37,,KB,TF
42086,kis1,2020,7,24,2,cqbr,1,37,,ZM,CP
42087,kis2,2020,7,24,1,smsc,3,37,,ZM,CP
42088,gog4,2020,7,26,1,enso,3,37,,CP,AO
42089,ssp,2021,7,9,1,tube,3,37,,CP,RO
42090,ssp,2021,7,9,2,saso,3,37,,CP,RO
42091,ppo,2021,7,10,1,pasc,3,37,,CP,RO
42092,koe3,2021,7,11,2,sand,3,37,,CP,RO
42093,gog1,2021,7,13,1,crgu,3,37,,KB,CP
42094,fan3,2021,7,14,1,enso,3,37,,CP,RO
42095,fan3,2021,7,14,2,tube,3,37,,CP,RO
42096,fan3,2021,7,14,2,tube,3,37,,CP,RO
42097,gog2,2014,7,30,2,unla,1,36.9,,midoli,midoli
42098,ris1,2015,8,1,2,herr,3,36.9,,kaia,zach
42099,pba,2016,5,9,2,herr,3,36.9,,zach,kaia
42100,ris1,2015,8,1,2,herr,3,36.8,,kaia,zach
42101,pba,2016,5,9,2,herr,3,36.7,,zach,kaia
42102,pba,2016,5,9,2,herr,3,36.6,,zach,kaia
42103,pba,2016,5,9,2,herr,3,36.6,,zach,kaia
42104,pba,2016,5,9,2,herr,3,36.5,,zach,kaia
42105,pba,2016,5,9,2,herr,3,36.5,,zach,kaia
42106,pba,2016,5,9,2,herr,3,36.3,,zach,kaia
42107,pba,2016,5,9,2,herr,3,36.3,,zach,kaia
42108,kis6,2015,7,7,1,herr,3,36.2,,kaia,ben
42109,pba,2016,5,9,2,herr,3,36.1,,zach,kaia
42110,ppo,2014,6,14,1,kecl,3,36,,carolyn,midoli
42111,ssp,2014,7,2,1,sand,1,36,,carolyn,midoli
42112,hab4,2014,7,3,1,tisc,3,36,,midoli,midoli
42113,wfb,2014,7,9,2,enso,3,36,,midoli,midoli
42114,sni2,2014,7,14,1,herr,3,36,,midoli,ben
42115,ssp,2014,7,25,2,cqbr,1,36,,midoli,ben
42116,gog1,2014,7,26,1,cqbr,1,36,,midoli/carolyn,ben
42117,kis5,2014,7,28,1,cqbr,1,36,,midoli/carolyn,ben
42118,kis5,2014,7,28,1,kecl,3,36,,midoli/carolyn,ben
42119,kis6,2014,7,28,1,kecl,3,36,,,ben
42120,kis6,2014,7,28,1,tube,3,36,,,ben
42121,hdo,2014,7,31,2,tisc,3,36,,midoli,midoli
42122,ppo,2014,8,13,1,tisc,1,36,,midoli,carolyn
42123,chp,2014,8,14,1,tisc,1,36,,ben,carolyn
42124,ssp,2014,8,14,2,cqbr,3,36,,ben,carolyn
42125,ssp,2014,8,14,2,cqbr,3,36,,ben,carolyn
42126,ssp,2014,8,14,2,cqbr,3,36,,ben,carolyn
42127,ssp,2014,8,14,2,cqbr,3,36,,ben,carolyn
42128,fei3,2014,8,15,1,thst,1,36,,carolyn,m
42129,fei4,2014,8,15,1,kecl,3,36,,carolyn,m
42130,fei4,2014,8,15,1,kecl,3,36,,carolyn,m
42131,fei4,2014,8,15,2,bago,3,36,,carolyn,m
42132,sni4,2014,8,22,1,cqbr,3,36,,midoli,carolyn
42133,sni4,2014,8,22,1,cqbr,3,36,,midoli,carolyn
42134,fei5,2014,8,23,1,kecl,3,36,,carolyn,midoli
42135,fei5,2014,8,23,2,kecl,3,36,,carolyn,midoli
42136,ris3,2014,8,25,1,herr,0,36,,carolyn,ben
42137,ris3,2014,8,25,2,cqbr,1,36,,carolyn,ben
42138,ris4,2014,8,25,1,smsc,3,36,,carolyn,ben
42139,rie2,2014,9,12,1,stfl,1,36,,midoli,carolyn
42140,rie3,2014,9,12,1,stfl,3,36,,midoli,carolyn
42141,rie3,2014,9,12,2,unla,3,36,,midoli,carolyn
42142,wfb,2015,5,2,2,enso,1,36,,ben,ben
42143,ssp,2015,5,2,1,sand,1,36,,ben,ben
42144,ssp,2015,5,2,1,sand,1,36,,ben,ben
42145,ssp,2015,5,2,1,sand,1,36,,ben,ben
42146,ssp,2015,5,2,1,enso,1,36,,ben,ben
42147,ssp,2015,5,2,2,saso,1,36,,ben,ben
42148,hdo,2015,5,3,1,enso,1,36,,ben,midoli
42149,pba,2015,5,3,1,enso,1,36,,ben,midoli
42150,pba,2015,5,3,1,enso,1,36,,ben,midoli
42151,ppo,2015,5,20,1,kecl,2,36,,midoli/zach,zach
42152,ppo,2015,5,20,2,enso,1,36,,midoli/zach,zach
42153,pba,2015,5,20,2,enso,3,36,,midoli/zach,zach
42154,sni5,2015,5,22,1,blgo,3,36,,midoli,zach
42155,sni5,2015,5,22,1,enso,1,36,,midoli,zach
42156,sni6,2015,5,22,1,blgo,3,36,,midoli,zach
42157,sni6,2015,5,22,1,blgo,3,36,,midoli,zach
42158,sni6,2015,5,22,2,herr,3,36,,midoli,zach
42159,kis7,2015,5,23,1,stsc,1,36,,,zach
42160,kis7,2015,5,23,2,coro,3,36,,,zach
42161,kis8,2015,5,23,2,cqbr,3,36,,,zach
42162,ssp,2015,5,31,1,herr,1,36,,zach,ben
42163,ssp,2015,5,31,1,enso,3,36,,zach,ben
42164,chp,2015,6,2,2,busc,3,36,,ben,midoli
42165,hdo,2015,6,2,1,tube,3,36,,ben,midoli
42166,hab4,2015,6,13,1,herr,3,36,,ben,midoli
42167,hab4,2015,6,13,1,herr,3,36,,ben,midoli
42168,cas1,2015,6,15,1,pasa,3,36,,zach,ben
42169,cas1,2015,6,15,1,cqbr,1,36,,zach,ben
42170,cas2,2015,6,15,1,kecl,2,36,,zach,ben
42171,nam1,2015,6,16,1,enso,3,36,,zach,ben
42172,nam1,2015,6,16,1,kecl,2,36,,zach,ben
42173,nam1,2015,6,16,2,kecl,2,36,,zach,ben
42174,nam2,2015,6,16,1,kecl,2,36,,zach,ben
42175,nam2,2015,6,16,2,kecl,2,36,,zach,ben
42176,kis10,2015,6,17,2,nocl,3,36,,,ben
42177,fei10,2015,6,18,2,busc,1,36,,,ben
42178,fei10,2015,6,18,2,busc,1,36,,,ben
42179,fei10,2015,6,18,2,busc,1,36,,,ben
42180,fei10,2015,6,18,2,grsc,3,36,,,ben
42181,ssp,2015,7,1,1,cqbr,3,36,,,ben
42182,pba,2015,7,2,1,tisc,3,36,,,ben
42183,hdo,2015,7,2,2,tisc,3,36,,,ben
42184,hdo,2015,7,2,2,tisc,3,36,,,ben
42185,sni1,2015,7,4,1,tisc,3,36,,midoli,ben
42186,fan3,2015,7,5,1,tisc,3,36,,ben,ben
42187,gog2,2015,7,6,1,saso,3,36,,zach,ben
42188,kis6,2015,7,7,1,pasr,3,36,,kaia,ben
42189,kis6,2015,7,7,2,kecl,3,36,,kaia,ben
42190,hab2,2015,7,12,2,cabe,3,36,,zach,zach
42191,hab1,2015,7,13,1,tisc,3,36,,zach,zach
42192,hab1,2015,7,13,1,tisc,3,36,,zach,zach
42193,hab1,2015,7,13,1,tisc,3,36,,zach,zach
42194,hab4,2015,7,13,1,tisc,3,36,,zach,zach
42195,hab4,2015,7,13,1,tisc,3,36,,zach,zach
42196,hab4,2015,7,13,1,tisc,3,36,,zach,zach
42197,hab4,2015,7,13,1,cqbr,1,36,,zach,zach
42198,hab4,2015,7,13,1,cqbr,1,36,,zach,zach
42199,hab4,2015,7,13,1,cqbr,1,36,,zach,zach
42200,chp,2015,7,30,1,cqbr,1,36,,zach,ben
42201,chp,2015,7,30,1,cqbr,1,36,,zach,ben
42202,ris3,2015,8,1,1,tisc,3,36,,kaia,zach
42203,ris3,2015,8,1,1,tisc,3,36,,kaia,zach
42204,fei3,2015,8,2,1,herr,3,36,,,
42205,fei4,2015,8,2,1,cqbr,1,36,,,
42206,fei4,2015,8,2,1,cqbr,1,36,,,
42207,fei4,2015,8,2,1,kecl,3,36,,,
42208,fei4,2015,8,2,1,kecl,3,36,,,
42209,fei13,2015,8,12,1,tisc,3,36,,ben,zach
42210,fei13,2015,8,12,1,tisc,3,36,,ben,zach
42211,sni9,2015,8,13,1,cqbr,3,36,,ben,zach
42212,sni9,2015,8,13,1,tisc,3,36,,ben,zach
42213,sni10,2015,8,13,1,tisc,3,36,,ben,zach
42214,sni11,2015,8,14,1,tisc,3,36,,midoli,zach
42215,sni11,2015,8,14,2,enso,3,36,,midoli,zach
42216,sni12,2015,8,14,1,cqbr,1,36,,midoli,zach
42217,sni12,2015,8,14,1,cqbr,1,36,,midoli,zach
42218,gog4,2015,8,15,2,cqbr,1,36,,zach,ben
42219,gog1,2015,8,15,1,cqbr,1,36,,zach,ben
42220,ris7,2015,8,17,2,enso,3,36,,ben,midoli
42221,ris7,2015,8,17,2,enso,3,36,,ben,midoli
42222,ppo,2015,9,2,2,tisc,3,36,,ben,zach
42223,hdo,2015,9,2,2,thst,1,36,,ben,zach
42224,chp,2015,9,11,1,tisc,3,36,,ben,zach
42225,chp,2015,9,11,1,tisc,3,36,,ben,zach
42226,chp,2015,9,11,1,shsc,3,36,,ben,zach
42227,chp,2015,9,11,2,tisc,3,36,,ben,zach
42228,pba,2015,9,12,1,thst,1,36,,zach,zach
42229,pba,2015,9,12,1,thst,1,36,,zach,zach
42230,pba,2015,9,12,1,thst,1,36,,zach,zach
42231,ssp,2016,4,7,1,sand,1,36,,ben,kaia
42232,ssp,2016,4,7,1,pasa,1,36,,ben,kaia
42233,ssp,2016,4,7,2,pasa,3,36,,ben,kaia
42234,chp,2016,4,8,1,pink,1,36,,zach,midoli
42235,chp,2016,4,8,2,pasa,3,36,,zach,midoli
42236,chp,2016,4,8,2,pasa,3,36,,zach,midoli
42237,hdo,2016,5,7,1,herr,3,36,,midoli,kaia
42238,hdo,2016,5,7,1,herr,3,36,,midoli,kaia
42239,hdo,2016,5,7,1,herr,3,36,,midoli,kaia
42240,hdo,2016,5,7,2,enso,3,36,,midoli,kaia
42241,ssp,2016,5,8,1,unfl,3,36,,zach,kaia
42242,ssp,2016,5,8,1,unfl,3,36,,zach,kaia
42243,ssp,2016,5,8,1,enso,3,36,,zach,kaia
42244,ssp,2016,5,8,1,enso,3,36,,zach,kaia
42245,pba,2016,5,9,2,herr,3,36,,zach,kaia
42246,pba,2016,5,9,2,herr,3,36,,zach,kaia
42247,pba,2016,5,9,2,tube,3,36,,zach,kaia
42248,pba,2016,5,9,2,tube,3,36,,zach,kaia
42249,pba,2016,5,9,2,tube,3,36,,zach,kaia
42250,ppo,2016,5,9,1,bapi,3,36,,zach,kaia
42251,ppo,2016,5,9,1,kecl,3,36,,zach,kaia
42252,ppo,2016,5,9,1,kecl,3,36,,zach,kaia
42253,hdo,2016,6,3,2,enso,3,36,,kaia,midoli
42254,wfb,2016,6,6,1,saso,3,36,,midoli,kaia
42255,wfb,2016,6,6,1,saso,3,36,,midoli,kaia
42256,wfb,2016,6,6,2,sand,3,36,,midoli,kaia
42257,ssp,2016,6,6,1,saso,3,36,,midoli,kaia
42258,ssp,2016,6,6,2,pasa,3,36,,midoli,kaia
42259,ppo,2016,7,3,2,rbsc,3,36,,kaia,midoli
42260,kis2,2016,7,22,2,busc,3,36,,gillian,midoli
42261,kis2,2016,7,22,2,tisc,3,36,,gillian,midoli
42262,kis2,2016,7,22,2,pasc,3,36,,gillian,midoli
42263,kis2,2016,7,22,2,pasc,3,36,,gillian,midoli
42264,gog4,2016,7,22,1,enso,3,36,,gillian,midoli
42265,fei3,2016,7,25,2,grsc,3,36,,,midoli
42266,ssp,2016,8,2,1,cqbr,3,36,,midoli,ben
42267,ppo,2016,8,3,1,pasc,3,36,,midoli,ben
42268,chp,2016,8,3,2,tisc,3,36,,midoli,ben
42269,pba,2016,8,4,1,shpe,1,36,,kaia,midoli
42270,pba,2016,9,18,1,thst,3,36,,ben,
42271,pba,2016,9,18,1,thst,3,36,,ben,
42272,chp,2016,9,19,1,busc,3,36,,ang,
42273,chp,2016,9,19,1,busc,3,36,,ang,
42274,chp,2016,9,19,1,busc,3,36,,ang,
42275,ppo,2017,3,31,2,enso,3,36,,tyrel,tyrel
42276,chp,2017,4,1,1,tisc,3,36,,tyrel,tyrel
42277,pba,2017,4,1,1,enso,3,36,,tyrel,tyrel
42278,pba,2017,4,1,2,thst,3,36,,tyrel,tyrel
42279,pba,2017,5,24,1,herr,3,36,,ang,kdb
42280,pba,2017,5,24,2,paco,3,36,,ang,kdb
42281,hdo,2017,5,25,1,enso,3,36,,gsb,kdb
42282,wfb,2017,5,26,1,herr,3,36,,zach,zach
42283,wfb,2017,5,26,1,herr,3,36,,zach,zach
42284,ssp,2017,5,26,1,paco,3,36,,kdb,
42285,ssp,2017,5,26,2,herr,3,36,,zach,zach
42286,ssp,2017,5,26,2,herr,3,36,,zach,zach
42287,ssp,2017,5,26,2,herr,3,36,,zach,zach
42288,ssp,2017,5,26,2,herr,3,36,,zach,zach
42289,wfb,2017,6,13,1,enso,3,36,,neha,
42290,wfb,2017,6,13,1,saso,3,36,,neha,
42291,wfb,2017,6,13,1,saso,3,36,,neha,
42292,wfb,2017,6,13,1,saso,3,36,,neha,
42293,ssp,2017,6,13,1,enso,3,36,,neha,
42294,ssp,2017,6,13,1,enso,3,36,,neha,
42295,ssp,2017,6,13,1,saso,3,36,,neha,
42296,ssp,2017,6,13,1,saso,3,36,,neha,
42297,ssp,2017,6,13,1,saso,3,36,,neha,
42298,ssp,2017,6,13,1,saso,3,36,,neha,
42299,wfb,2017,7,8,1,saso,3,36,,kdb,nap
42300,kis1,2017,7,24,1,tube,3,36,,jg,kaia
42301,kis2,2017,7,24,2,cqbr,3,36,,jg,kaia
42302,kis2,2017,7,24,2,cqbr,3,36,,jg,kaia
42303,gog1,2017,7,26,1,cqbr,3,36,,jg,jg
42304,gog1,2017,7,26,1,cqbr,3,36,,jg,jg
42305,gog1,2017,7,26,1,cqbr,3,36,,jg,jg
42306,gog1,2017,7,26,1,cqbr,3,36,,jg,jg
42307,gog1,2017,7,26,1,tube,3,36,,jg,jg
42308,pba,2017,8,24,1,tisc,3,36,,kaia,bmm
42309,pba,2017,8,24,1,tisc,3,36,,kaia,bmm
42310,pba,2017,8,24,1,tisc,3,36,,kaia,bmm
42311,chp,2017,8,24,2,masc,3,36,,kaia,bmm
42312,hdo,2018,3,19,1,thst,3,36,,ben,
42313,hdo,2018,3,19,2,thst,3,36,,ben,
42314,hdo,2018,3,19,2,thst,3,36,,ben,
42315,hdo,2018,3,19,2,thst,3,36,,ben,
42316,hdo,2018,3,19,2,thst,3,36,,ben,
42317,hdo,2018,3,19,2,thst,3,36,,ben,
42318,hdo,2018,3,19,2,thst,3,36,,ben,
42319,hdo,2018,3,19,2,thst,3,36,,ben,
42320,ppo,2018,3,19,1,thst,3,36,,ben,
42321,ppo,2018,3,19,1,thst,3,36,,ben,
42322,ppo,2018,3,19,1,thst,3,36,,ben,
42323,pba,2018,3,20,2,thst,3,36,,ben,
42324,pba,2018,3,20,2,thst,3,36,,ben,
42325,pba,2018,3,20,2,thst,3,36,,ben,
42326,pba,2018,3,20,2,thst,3,36,,ben,
42327,pba,2018,3,20,2,thst,3,36,,ben,
42328,pba,2018,3,20,2,thst,3,36,,ben,
42329,wfb,2018,3,21,1,saso,3,36,,ben,
42330,wfb,2018,3,21,1,saso,3,36,,ben,
42331,ssp,2018,3,21,2,enso,3,36,,ben,
42332,ssp,2018,3,21,2,pasa,3,36,,ben,
42333,pba,2018,5,30,2,enso,3,36,,,
42334,pba,2018,5,30,2,enso,3,36,,,
42335,hdo,2018,5,30,1,enso,3,36,,,
42336,wfb,2018,5,31,1,enso,3,36,,,
42337,wfb,2018,5,31,1,enso,3,36,,,
42338,wfb,2018,5,31,1,enso,3,36,,,
42339,wfb,2018,5,31,1,enso,3,36,,,
42340,wfb,2018,5,31,1,enso,3,36,,,
42341,wfb,2018,5,31,1,enso,3,36,,,
42342,wfb,2018,5,31,1,enso,3,36,,,
42343,wfb,2018,5,31,1,enso,3,36,,,
42344,wfb,2018,5,31,1,enso,3,36,,,
42345,wfb,2018,5,31,1,enso,3,36,,,
42346,wfb,2018,5,31,1,saso,3,36,,,
42347,wfb,2018,5,31,1,saso,3,36,,,
42348,wfb,2018,5,31,1,herr,3,36,,,
42349,wfb,2018,5,31,2,herr,3,36,,,
42350,wfb,2018,5,31,2,herr,3,36,,,
42351,ssp,2018,5,31,1,paco,3,36,,,
42352,ssp,2018,5,31,2,saso,3,36,,,
42353,ssp,2018,5,31,2,saso,3,36,,,
42354,pba,2018,7,10,1,tisc,3,36,,CP,
42355,pba,2018,7,10,2,tisc,3,36,,KB,
42356,ppo,2018,7,11,2,tisc,3,36,,cp,
42357,ppo,2018,7,11,2,tisc,3,36,,cp,
42358,wfb,2018,7,12,1,sand,3,36,,op,
42359,wfb,2018,7,12,1,enso,3,36,,op,
42360,wfb,2018,7,12,1,enso,3,36,,op,
42361,wfb,2018,7,12,2,susm,3,36,,op,
42362,kis2,2018,7,13,2,masc,3,36,,ZM,TF
42363,kis2,2018,7,13,2,masc,3,36,,ZM,TF
42364,gog4,2018,7,14,1,enso,3,36,,TF,
42365,gog4,2018,7,14,1,enso,3,36,,TF,
42366,gog4,2018,7,14,1,enso,3,36,,TF,
42367,gog4,2018,7,14,1,tube,3,36,,TF,
42368,gog4,2018,7,14,1,masc,3,36,,TF,
42369,gog4,2018,7,14,1,masc,3,36,,TF,
42370,gog1,2018,7,14,2,tube,3,36,,TF,
42371,gog1,2018,7,14,1,bapi,3,36,,TF,
42372,fan1,2018,7,15,1,masc,3,36,,TF,
42373,fan1,2018,7,15,1,masc,3,36,,TF,
42374,fan1,2018,7,15,1,masc,3,36,,TF,
42375,fan1,2018,7,15,1,masc,3,36,,TF,
42376,fan3,2018,7,15,2,masc,3,36,,CP,
42377,fan3,2018,7,15,2,tisc,3,36,,CP,
42378,sni1,2018,7,16,1,grsc,3,36,,CP,
42379,sni1,2018,7,16,2,tisc,3,36,,CP,
42380,sni2,2018,7,16,1,herr,3,36,,CP,
42381,sni2,2018,7,16,1,herr,3,36,,CP,
42382,sni2,2018,7,16,1,herr,3,36,,CP,
42383,sni2,2018,7,16,1,herr,3,36,,CP,
42384,sni2,2018,7,16,1,herr,3,36,,CP,
42385,sni2,2018,7,16,1,herr,3,36,,CP,
42386,sni2,2018,7,16,1,herr,3,36,,CP,
42387,fei4,2018,7,17,2,shpe,1,36,,CP,
42388,fei3,2018,7,17,1,tisc,3,36,,TF,
42389,fei3,2018,7,17,1,tisc,3,36,,TF,
42390,ris1,2018,7,19,1,enso,3,36,,TF,
42391,ris1,2018,7,19,1,enso,3,36,,TF,
42392,ris1,2018,7,19,1,busc,3,36,,TF,
42393,ppo,2018,8,23,1,shpe,1,36,,,
42394,chp,2018,8,25,1,tisc,3,36,,,
42395,chp,2018,8,25,1,tisc,3,36,,,
42396,chp,2018,8,25,1,tisc,3,36,,,
42397,chp,2018,8,25,2,masc,3,36,,,
42398,pba,2018,8,25,1,enso,3,36,,,
